AVERAGE:	10581.400000	0.000014	39694.400000	0.845992
AVERAGE:	-1272.400000	0.000014	39353.400000	1.099965
AVERAGE:	-596.000000	0.000016	39313.800000	0.714796
AVERAGE:	-795.600000	0.000015	39412.500000	0.789474
AVERAGE:	-1003.600000	0.000017	39506.000000	1.047820
AVERAGE:	225.300000	0.000014	39427.300000	0.929725
AVERAGE:	-17368.200000	0.000013	474.000000	0.053748
AVERAGE:	-35758.200000	0.000017	-476.600000	0.053029
AVERAGE:	-7914.200000	0.000015	6280.100000	0.244094
AVERAGE:	-5561.200000	0.000017	11243.600000	0.327761
AVERAGE:	8042.200000	0.000016	26700.000000	0.829797
AVERAGE:	314.000000	0.000015	15998.200000	0.581599
AVERAGE:	-7831.100000	0.000015	7836.200000	0.247238
AVERAGE:	2120.900000	0.000027	4976.200000	7.119961
AVERAGE:	85.900000	0.000028	4956.000000	10.910300
AVERAGE:	-24.700000	0.000024	4950.700000	9.763220
AVERAGE:	-128.100000	0.000028	4945.400000	10.680025
AVERAGE:	-6.200000	0.000022	4949.200000	8.625799
AVERAGE:	-21.700000	0.000024	4952.000000	11.658873
AVERAGE:	-1288.300000	0.000025	380.300000	1.235493
AVERAGE:	-1646.200000	0.000023	47.500000	0.360024
AVERAGE:	-1056.800000	0.000022	288.000000	0.955959
AVERAGE:	-1983.700000	0.000023	-27.000000	0.264425
AVERAGE:	98.200000	0.000024	1834.700000	7.382604
AVERAGE:	89.700000	0.000023	1835.600000	7.519505
AVERAGE:	-693.900000	0.000024	838.300000	3.453228
AVERAGE:	805.900000	0.000013	2355.400000	0.638462
AVERAGE:	-46.200000	0.000014	2332.300000	0.839888
AVERAGE:	0.800000	0.000012	2309.200000	0.692510
AVERAGE:	58.300000	0.000012	2320.600000	0.696124
AVERAGE:	51.400000	0.000014	2326.100000	0.765833
AVERAGE:	-113.400000	0.000016	2321.300000	0.877194
AVERAGE:	-389.500000	0.000012	105.700000	0.096370
AVERAGE:	-330.200000	0.000014	352.600000	0.239107
AVERAGE:	-1421.200000	0.000015	-48.000000	0.047493
AVERAGE:	433.100000	0.000014	1500.500000	0.601627
AVERAGE:	-838.300000	0.000014	42.300000	0.071722
AVERAGE:	0.400000	0.000013	850.600000	0.636496
AVERAGE:	-285.800000	0.000013	398.700000	0.268886
AVERAGE:	1283.400000	0.000019	3603.900000	2.192834
AVERAGE:	53.000000	0.000018	3573.100000	3.469958
AVERAGE:	-30.100000	0.000017	3579.600000	3.650698
AVERAGE:	136.100000	0.000019	3572.400000	3.024335
AVERAGE:	73.500000	0.000018	3577.800000	3.228275
AVERAGE:	27.800000	0.000019	3573.100000	3.185901
AVERAGE:	168.400000	0.000017	1610.600000	2.595668
AVERAGE:	-1478.500000	0.000020	48.200000	0.165139
AVERAGE:	118.400000	0.000022	1417.700000	2.760402
AVERAGE:	-1420.900000	0.000019	104.100000	0.241606
AVERAGE:	889.600000	0.000021	2628.600000	2.257238
AVERAGE:	2.900000	0.000019	1309.900000	2.363299
AVERAGE:	-420.000000	0.000021	752.300000	1.261852
AVERAGE:	109057.700000	0.000030	253293.700000	12.914999
AVERAGE:	-6898.700000	0.000024	252440.100000	12.362093
AVERAGE:	-2915.800000	0.000022	252489.900000	13.402888
AVERAGE:	5485.600000	0.000024	252812.000000	16.306537
AVERAGE:	2122.200000	0.000020	252555.600000	13.357296
AVERAGE:	4142.300000	0.000022	252126.600000	14.355953
AVERAGE:	-60776.300000	0.000025	20625.900000	1.899449
AVERAGE:	6654.400000	0.000024	102625.400000	11.975308
AVERAGE:	-102655.700000	0.000023	149.300000	0.217216
AVERAGE:	-103705.300000	0.000027	3128.200000	0.593066
AVERAGE:	16118.800000	0.000027	111813.400000	12.568203
AVERAGE:	1277.800000	0.000024	92898.000000	11.878791
AVERAGE:	-22762.500000	0.000025	64374.000000	7.285505
AVERAGE:	88280.300000	0.000024	247100.600000	12.772339
AVERAGE:	-1102.400000	0.000024	246433.600000	13.420072
AVERAGE:	118.400000	0.000023	246067.700000	13.978585
AVERAGE:	6989.100000	0.000025	246748.600000	15.090984
AVERAGE:	-5985.100000	0.000022	246237.900000	14.387634
AVERAGE:	-3609.700000	0.000025	246430.200000	14.499626
AVERAGE:	-62385.800000	0.000022	10382.100000	1.315373
AVERAGE:	4107.100000	0.000025	99491.600000	10.689592
AVERAGE:	-32434.700000	0.000026	58431.400000	6.586258
AVERAGE:	-121272.600000	0.000025	825.000000	0.312994
AVERAGE:	-4698.900000	0.000026	83234.100000	7.659426
AVERAGE:	-2263.200000	0.000023	92373.000000	12.471267
AVERAGE:	-15969.000000	0.000023	63614.700000	7.887985
AVERAGE:	92419.600000	0.000026	254660.500000	13.514322
AVERAGE:	-2917.600000	0.000027	254052.200000	14.778910
AVERAGE:	2804.100000	0.000024	253742.500000	14.292807
AVERAGE:	-91.100000	0.000024	253762.000000	16.438736
AVERAGE:	-6583.800000	0.000024	253769.700000	14.488617
AVERAGE:	4748.000000	0.000027	253586.000000	15.400715
AVERAGE:	76979.200000	0.000029	191556.300000	11.900296
AVERAGE:	23493.600000	0.000021	154727.500000	13.468530
AVERAGE:	-67144.100000	0.000025	14676.800000	1.997045
AVERAGE:	-117353.600000	0.000023	-1464.400000	0.184538
AVERAGE:	-100161.700000	0.000023	651.100000	0.278301
AVERAGE:	1497.900000	0.000026	91557.300000	12.102698
AVERAGE:	-17823.600000	0.000024	61488.300000	8.580929
AVERAGE:	80291.800000	0.000024	237429.600000	13.024940
AVERAGE:	-4335.300000	0.000027	236466.000000	15.379690
AVERAGE:	-2605.700000	0.000024	236765.000000	13.093748
AVERAGE:	-6571.500000	0.000029	236804.400000	17.185587
AVERAGE:	-5014.000000	0.000023	236777.800000	13.486021
AVERAGE:	-98.000000	0.000021	236629.400000	15.618480
AVERAGE:	-65772.300000	0.000026	17829.900000	1.560905
AVERAGE:	72244.700000	0.000022	236127.000000	13.692078
AVERAGE:	-79357.100000	0.000023	5921.800000	0.718815
AVERAGE:	58207.700000	0.000022	214718.900000	11.806769
AVERAGE:	73160.800000	0.000028	187344.400000	13.087673
AVERAGE:	-2674.600000	0.000023	86705.700000	10.355754
AVERAGE:	-15398.500000	0.000024	59602.000000	5.994133
AVERAGE:	101747.300000	0.000027	256423.500000	11.358913
AVERAGE:	-5428.600000	0.000025	255935.800000	14.846133
AVERAGE:	-4225.500000	0.000024	255875.100000	13.860061
AVERAGE:	1960.800000	0.000024	255968.100000	15.827709
AVERAGE:	-4031.400000	0.000023	255565.800000	12.158841
AVERAGE:	7663.300000	0.000025	255643.500000	15.164581
AVERAGE:	-77783.300000	0.000023	5283.000000	0.704812
AVERAGE:	-46208.900000	0.000019	1336.800000	0.255216
AVERAGE:	-27988.500000	0.000024	43507.300000	4.870597
AVERAGE:	-70024.100000	0.000025	17003.800000	2.129353
AVERAGE:	-80538.300000	0.000021	712.800000	0.275516
AVERAGE:	738.800000	0.000024	95389.900000	11.590224
AVERAGE:	-18434.400000	0.000025	68073.200000	8.642832
AVERAGE:	79318.500000	0.000027	178926.400000	14.157689
AVERAGE:	2385.100000	0.000029	178427.200000	15.885109
AVERAGE:	980.000000	0.000024	178679.800000	20.336292
AVERAGE:	-1553.200000	0.000029	178439.800000	15.881550
AVERAGE:	1170.900000	0.000023	178659.600000	11.643887
AVERAGE:	-1672.100000	0.000028	178420.800000	16.507336
AVERAGE:	-104041.100000	0.000027	-389.900000	0.299929
AVERAGE:	-28915.200000	0.000024	22344.300000	2.261642
AVERAGE:	-67182.700000	0.000025	4798.500000	0.830760
AVERAGE:	22657.400000	0.000022	120423.900000	17.702002
AVERAGE:	-72562.600000	0.000023	2366.500000	0.327789
AVERAGE:	2261.200000	0.000024	63951.000000	10.922106
AVERAGE:	-24508.300000	0.000027	34624.600000	4.794540
AVERAGE:	310951.800000	0.000022	815728.900000	4.967726
AVERAGE:	-24523.500000	0.000020	811706.000000	4.956907
AVERAGE:	22107.100000	0.000020	809972.300000	4.726965
AVERAGE:	7017.900000	0.000021	812309.500000	5.497905
AVERAGE:	6409.000000	0.000022	812643.900000	5.450299
AVERAGE:	22061.900000	0.000019	812882.800000	5.014320
AVERAGE:	-366430.000000	0.000019	21818.300000	0.145572
AVERAGE:	-27114.000000	0.000021	238436.300000	2.077531
AVERAGE:	225655.500000	0.000021	632963.800000	3.855098
AVERAGE:	-441344.900000	0.000023	25547.900000	0.162448
AVERAGE:	-460384.900000	0.000019	2260.900000	0.110334
AVERAGE:	-12370.000000	0.000020	266827.200000	2.711574
AVERAGE:	-136250.200000	0.000020	100370.800000	0.548916
AVERAGE:	5993.600000	0.000029	12314.100000	9.493249
AVERAGE:	437.200000	0.000026	12280.600000	8.734209
AVERAGE:	288.700000	0.000022	12283.300000	8.185935
AVERAGE:	194.700000	0.000025	12275.900000	10.289955
AVERAGE:	-21.500000	0.000024	12273.800000	11.222695
AVERAGE:	-168.200000	0.000021	12271.900000	11.140188
AVERAGE:	2272.700000	0.000022	8586.700000	8.935767
AVERAGE:	3921.100000	0.000024	10924.800000	7.360849
AVERAGE:	-2822.200000	0.000021	232.200000	0.388040
AVERAGE:	3397.600000	0.000022	11123.400000	6.990013
AVERAGE:	-1799.900000	0.000021	1448.800000	1.621655
