150
0	0.00	0.00	0.00
1	10.00	15.00	5.93
2	7.00	10.50	3.48
3	13.00	10.40	3.43
4	19.00	15.20	6.04
5	26.00	31.20	14.75
6	3.00	4.50	0.22
7	5.00	6.00	1.03
8	9.00	7.20	1.69
9	16.00	12.80	4.74
10	16.00	12.80	4.74
11	12.00	9.60	2.99
12	19.00	28.50	13.28
13	23.00	34.50	16.54
14	20.00	16.00	6.48
15	8.00	6.40	1.25
16	19.00	15.20	6.04
17	2.00	1.60	0.06
18	12.00	18.00	7.57
19	17.00	13.60	5.17
20	9.00	7.20	1.69
21	11.00	16.50	6.75
22	18.00	14.40	5.61
23	29.00	23.20	10.39
24	3.00	2.40	0.11
25	6.00	4.80	0.38
26	17.00	25.50	11.65
27	16.00	24.00	10.83
28	16.00	24.00	10.83
29	9.00	7.20	1.69
30	21.00	25.20	11.48
31	27.00	40.50	19.81
32	23.00	18.40	7.78
33	11.00	13.20	4.95
34	14.00	11.20	3.86
35	8.00	6.40	1.25
36	5.00	4.00	0.21
37	8.00	6.40	1.25
38	16.00	12.80	4.74
39	31.00	24.80	11.27
40	9.00	13.50	5.12
41	5.00	4.00	0.21
42	5.00	4.00	0.21
43	7.00	5.60	0.82
44	18.00	14.40	5.61
45	16.00	12.80	4.74
46	1.00	0.80	0.00
47	27.00	21.60	9.52
48	36.00	28.80	13.44
49	30.00	24.00	10.83
50	13.00	19.50	8.38
51	10.00	12.00	4.30
52	9.00	13.50	5.12
53	14.00	21.00	9.20
54	18.00	21.60	9.52
55	2.00	1.60	0.06
56	6.00	4.80	0.38
57	7.00	5.60	0.82
58	18.00	27.00	12.46
59	28.00	42.00	20.63
60	3.00	4.50	0.22
61	13.00	15.60	6.26
62	19.00	15.20	6.04
63	10.00	8.00	2.12
64	9.00	7.20	1.69
65	20.00	16.00	6.48
66	25.00	20.00	8.65
67	25.00	20.00	8.65
68	36.00	43.20	21.28
69	6.00	9.00	2.67
70	5.00	6.00	1.03
71	15.00	12.00	4.30
72	25.00	20.00	8.65
73	9.00	13.50	5.12
74	8.00	6.40	1.25
75	18.00	21.60	9.52
76	13.00	19.50	8.38
77	14.00	21.00	9.20
78	3.00	2.40	0.11
79	23.00	27.60	12.79
80	6.00	4.80	0.38
81	26.00	20.80	9.09
82	16.00	19.20	8.22
83	11.00	13.20	4.95
84	7.00	5.60	0.82
85	41.00	32.80	15.62
86	35.00	28.00	13.01
87	26.00	39.00	18.99
88	9.00	13.50	5.12
89	15.00	22.50	10.01
90	3.00	2.40	0.11
91	1.00	0.80	0.00
92	2.00	3.00	0.15
93	22.00	17.60	7.35
94	27.00	40.50	19.81
95	20.00	30.00	14.10
96	11.00	16.50	6.75
97	12.00	18.00	7.57
98	10.00	12.00	4.30
99	9.00	13.50	5.12
100	17.00	13.60	5.17
101	7.00	10.50	3.48
102	30.00	45.00	22.26
103	16.00	12.80	4.74
104	9.00	13.50	5.12
105	21.00	31.50	14.91
106	15.00	22.50	10.01
107	19.00	15.20	6.04
108	23.00	18.40	7.78
109	11.00	16.50	6.75
110	5.00	4.00	0.21
111	19.00	28.50	13.28
112	29.00	43.50	21.44
113	23.00	18.40	7.78
114	21.00	25.20	11.48
115	10.00	15.00	5.93
116	15.00	22.50	10.01
117	3.00	4.50	0.22
118	41.00	61.50	31.24
119	9.00	7.20	1.69
120	28.00	22.40	9.96
121	8.00	9.60	2.99
122	8.00	9.60	2.99
123	16.00	19.20	8.22
124	10.00	8.00	2.12
125	28.00	22.40	9.96
126	7.00	5.60	0.82
127	15.00	22.50	10.01
128	14.00	11.20	3.86
129	6.00	7.20	1.69
130	19.00	22.80	10.18
131	11.00	8.80	2.56
132	12.00	18.00	7.57
133	23.00	27.60	12.79
134	26.00	31.20	14.75
135	17.00	13.60	5.17
136	6.00	4.80	0.38
137	9.00	13.50	5.12
138	15.00	22.50	10.01
139	14.00	11.20	3.86
140	7.00	5.60	0.82
141	27.00	21.60	9.52
142	13.00	15.60	6.26
143	11.00	8.80	2.56
144	16.00	12.80	4.74
145	10.00	12.00	4.30
146	5.00	7.50	1.85
147	25.00	37.50	18.18
148	17.00	20.40	8.87
149	18.00	27.00	12.46
150	10.00	8.00	2.12

0.00	15.23	18.00	22.36	25.00	20.62	11.18	21.21	26.25	32.02	25.50	33.54	15.00	11.18	32.02	30.41	29.15	30.41	15.81	32.02	31.62	18.03	26.93	36.06	30.00	33.54	11.18	5.00	6.32	29.83	25.50	17.46	34.00	24.76	36.06	41.04	41.40	21.21	42.43	33.97	11.18	28.86	25.50	34.18	31.89	29.15	35.47	34.21	27.80	43.93	16.97	26.93	11.31	4.47	22.80	30.46	29.21	23.19	9.06	17.80	18.03	25.50	25.50	34.93	46.52	49.93	40.50	43.86	21.38	12.17	21.10	39.66	22.47	20.12	24.60	27.78	15.65	19.70	31.06	25.55	21.10	27.59	23.32	21.10	24.33	23.02	35.36	18.38	19.24	9.00	32.25	25.61	18.38	20.25	12.04	14.87	15.26	17.20	21.26	17.49	24.04	17.12	19.80	33.62	17.49	7.07	18.44	33.29	27.29	17.12	21.26	9.22	5.00	31.62	24.04	19.03	18.03	14.42	18.11	31.11	31.83	27.89	23.09	29.07	31.91	28.16	33.96	13.93	32.98	26.42	24.35	34.06	11.40	27.31	26.08	38.90	44.05	13.34	10.00	31.24	41.73	30.81	28.65	41.73	20.62	25.32	5.00	10.44	22.36	14.76	21.10	
