71
0	0.00	0.00	0.00
1	7063.00	8475.60	24.43
2	51.00	40.80	15.82
3	23.00	27.60	15.81
4	3074.00	2459.20	18.29
5	349.00	418.80	16.21
6	1047.00	837.60	16.63
7	698.00	558.40	16.35
8	3001.00	2400.80	18.23
9	31.00	24.80	15.80
10	1135.00	908.00	16.71
11	21611.00	17288.80	33.42
12	57.00	68.40	15.85
13	51.00	40.80	15.82
14	551.00	826.50	16.62
15	179.00	143.20	15.93
16	6.00	7.20	15.79
17	528.00	422.40	16.21
18	2832.00	4248.00	20.11
19	1514.00	1211.20	17.02
20	889.00	1333.50	17.14
21	2554.00	3831.00	19.69
22	1215.00	1822.50	17.64
23	1810.00	2715.00	18.55
24	3050.00	4575.00	20.45
25	4.00	6.00	15.79
26	1563.00	2344.50	18.17
27	741.00	889.20	16.69
28	1532.00	1838.40	17.66
29	709.00	1063.50	16.86
30	1022.00	1533.00	17.34
31	883.00	1324.50	17.13
32	1689.00	2533.50	18.36
33	10235.00	15352.50	31.45
34	29.00	43.50	15.82
35	2894.00	4341.00	20.21
36	450.00	675.00	16.47
37	411.00	328.80	16.11
38	207.00	165.60	15.95
39	496.00	595.20	16.39
40	1021.00	816.80	16.61
41	117.00	175.50	15.96
42	46.00	36.80	15.82
43	8.00	6.40	15.79
44	18.00	14.40	15.79
45	561.00	448.80	16.24
46	1877.00	1501.60	17.31
47	3542.00	2833.60	18.67
48	801.00	640.80	16.43
49	967.00	773.60	16.57
50	62.00	49.60	15.83
51	1366.00	1092.80	16.89
52	230.00	184.00	15.97
53	4.00	3.20	15.78
54	12.00	18.00	15.80
55	145.00	217.50	16.00
56	7149.00	10723.50	26.72
57	2250.00	3375.00	19.22
58	383.00	306.40	16.09
59	134.00	107.20	15.89
60	1947.00	2920.50	18.76
61	182.00	218.40	16.00
62	3934.00	4720.80	20.60
63	468.00	561.60	16.35
64	18.00	14.40	15.79
65	133.00	159.60	15.94
66	2340.00	1872.00	17.69
67	754.00	603.20	16.39
68	1264.00	1011.20	16.81
69	806.00	644.80	16.44
70	3665.00	2932.00	18.77
71	2452.00	2942.40	18.78

0.00	13.42	15.81	18.03	21.10	17.03	15.00	22.09	21.02	25.96	18.38	12.08	16.64	16.12	11.18	14.87	17.49	17.00	10.82	14.56	6.71	10.30	11.18	8.25	9.06	10.05	9.22	15.23	13.00	7.62	8.94	6.08	6.32	8.25	7.28	7.62	7.28	23.32	23.85	15.62	25.00	10.00	21.10	22.09	21.02	24.02	22.02	20.10	21.10	18.44	19.42	18.68	26.48	23.02	7.81	8.49	10.82	11.40	13.00	13.42	11.40	11.70	14.56	14.87	15.52	15.81	17.46	17.89	18.03	22.36	19.65	14.21	
13.42	0.00	3.16	16.28	20.52	15.56	6.71	21.26	19.85	26.87	12.08	1.41	3.61	2.83	4.12	2.24	4.24	3.61	3.00	2.83	19.21	22.67	23.35	19.80	19.85	20.62	20.52	26.91	24.76	19.85	21.26	9.22	10.00	5.66	9.43	5.83	6.40	19.70	20.62	16.00	22.47	15.23	30.41	31.30	29.97	31.95	30.87	27.86	28.79	25.30	26.25	25.00	32.76	31.78	12.53	13.42	12.37	13.34	11.00	12.00	9.06	10.05	10.20	11.18	10.44	11.40	13.60	14.56	16.28	17.89	25.96	5.83	
15.81	3.16	0.00	19.10	23.35	18.44	9.22	24.04	22.63	29.73	14.42	4.00	4.12	3.16	5.00	1.00	4.00	3.00	6.08	1.41	21.10	24.41	25.00	21.40	21.26	21.93	22.02	28.32	26.25	21.63	23.02	10.82	11.40	7.62	10.63	8.25	8.54	17.72	18.68	15.30	20.62	15.81	31.06	31.91	30.53	32.20	31.38	28.18	29.07	25.50	26.40	25.08	32.57	32.25	13.45	14.21	12.53	13.42	10.44	11.40	8.94	9.85	9.06	10.05	9.00	10.00	12.04	13.04	15.00	15.81	26.00	8.49	
18.03	16.28	19.10	0.00	4.24	1.00	10.00	5.00	3.61	10.63	6.08	16.40	15.81	16.40	18.87	18.38	16.64	17.20	14.42	19.10	24.33	27.66	28.64	26.17	27.07	28.07	27.17	32.76	30.59	25.32	26.48	19.65	20.62	17.46	20.88	16.16	17.09	35.51	36.36	30.08	38.08	26.48	39.12	40.11	39.05	42.00	40.05	38.01	39.01	36.12	37.12	36.22	44.18	41.05	23.54	24.52	25.30	26.25	25.50	26.40	23.26	24.17	25.55	26.42	26.08	26.93	29.15	30.02	31.30	33.84	37.22	10.63	
21.10	20.52	23.35	4.24	0.00	5.00	14.21	1.00	1.00	6.40	9.85	20.62	20.00	20.62	23.02	22.63	20.81	21.40	18.60	23.35	27.02	30.15	31.14	29.00	30.02	31.02	30.00	35.23	33.14	28.02	29.07	23.41	24.35	21.47	24.70	20.12	21.02	39.66	40.50	34.01	42.19	30.08	42.00	43.00	42.01	45.10	43.01	41.19	42.19	39.46	40.45	39.62	47.52	44.01	27.20	28.16	29.15	30.08	29.53	30.41	27.29	28.18	29.68	30.53	30.23	31.06	33.29	34.13	35.36	38.01	40.61	14.87	
17.03	15.56	18.44	1.00	5.00	0.00	9.43	5.83	4.47	11.31	6.00	15.62	15.26	15.81	18.03	17.69	16.12	16.64	13.60	18.38	23.35	26.68	27.66	25.18	26.08	27.07	26.17	31.78	29.61	24.33	25.50	18.68	19.65	16.55	19.92	15.23	16.16	34.67	35.51	29.15	37.22	25.50	38.12	39.12	38.05	41.00	39.05	37.01	38.01	35.13	36.12	35.23	43.19	40.05	22.56	23.54	24.35	25.30	24.60	25.50	22.36	23.26	24.70	25.55	25.24	26.08	28.30	29.15	30.41	33.02	36.22	10.00	
15.00	6.71	9.22	10.00	14.21	9.43	0.00	14.87	13.45	20.62	5.39	7.28	5.83	6.40	10.20	8.60	6.71	7.21	6.00	9.43	21.63	25.24	26.08	22.83	23.26	24.17	23.71	30.02	27.78	22.47	23.85	13.34	14.32	10.05	14.14	9.22	10.20	26.40	27.31	22.20	29.15	20.22	34.79	35.74	34.48	36.88	35.44	32.76	33.73	30.41	31.40	30.27	38.21	36.40	17.26	18.25	18.00	19.00	17.26	18.25	15.13	16.12	16.76	17.72	17.09	18.03	20.25	21.19	22.80	24.60	31.26	1.00	
22.09	21.26	24.04	5.00	1.00	5.83	14.87	0.00	1.41	5.83	10.30	21.40	20.62	21.26	23.85	23.35	21.40	22.02	19.42	24.08	28.02	31.14	32.14	30.00	31.02	32.02	31.00	36.22	34.13	29.02	30.07	24.35	25.30	22.36	25.63	21.02	21.93	40.50	41.34	34.93	43.05	31.05	43.00	44.00	43.01	46.10	44.01	42.19	43.19	40.45	41.44	40.61	48.51	45.01	28.16	29.12	30.08	31.02	30.41	31.30	28.18	29.07	30.53	31.38	31.06	31.91	34.13	34.99	36.24	38.83	41.59	15.56	
21.02	19.85	22.63	3.61	1.00	4.47	13.45	1.41	0.00	7.21	8.94	20.00	19.21	19.85	22.47	21.93	20.00	20.62	18.03	22.67	27.07	30.27	31.26	29.02	30.00	31.00	30.02	35.36	33.24	28.07	29.15	23.09	24.04	21.02	24.35	19.70	20.62	39.12	39.96	33.62	41.68	29.83	42.01	43.01	42.00	45.04	43.00	41.11	42.11	39.32	40.31	39.46	47.38	44.00	26.93	27.89	28.79	29.73	29.07	29.97	26.83	27.73	29.15	30.02	29.68	30.53	32.76	33.62	34.89	37.44	40.45	14.14	
25.96	26.87	29.73	10.63	6.40	11.31	20.62	5.83	7.21	0.00	16.12	26.91	26.40	27.02	29.21	29.00	27.20	27.80	24.84	29.70	31.26	34.06	35.06	33.38	34.53	35.51	34.37	39.01	37.05	32.25	33.14	29.07	29.97	27.46	30.41	26.08	26.93	45.80	46.62	39.82	48.26	35.47	46.27	47.27	46.39	49.65	47.38	45.89	46.87	44.38	45.35	44.64	52.39	48.37	32.70	33.62	34.89	35.78	35.51	36.36	33.29	34.13	35.81	36.62	36.40	37.20	39.41	40.22	41.34	44.20	45.61	21.26	
