480
0	0.00	0.00	0.00
1	300.00	450.00	29.87
2	300.00	450.00	29.87
3	300.00	450.00	29.87
4	300.00	450.00	29.87
5	300.00	450.00	29.87
6	300.00	450.00	29.87
7	300.00	450.00	29.87
8	300.00	450.00	29.87
9	300.00	450.00	29.87
10	300.00	450.00	29.87
11	300.00	450.00	29.87
12	180.00	270.00	20.66
13	180.00	270.00	20.66
14	180.00	270.00	20.66
15	180.00	270.00	20.66
16	180.00	270.00	20.66
17	180.00	270.00	20.66
18	180.00	270.00	20.66
19	180.00	270.00	20.66
20	180.00	270.00	20.66
21	180.00	270.00	20.66
22	180.00	270.00	20.66
23	180.00	270.00	20.66
24	180.00	270.00	20.66
25	180.00	270.00	20.66
26	180.00	270.00	20.66
27	180.00	270.00	20.66
28	180.00	270.00	20.66
29	180.00	270.00	20.66
30	180.00	270.00	20.66
31	180.00	270.00	20.66
32	128.00	192.00	16.66
33	128.00	192.00	16.66
34	128.00	192.00	16.66
35	128.00	192.00	16.66
36	128.00	192.00	16.66
37	128.00	192.00	16.66
38	128.00	192.00	16.66
39	128.00	192.00	16.66
40	128.00	192.00	16.66
41	128.00	192.00	16.66
42	128.00	192.00	16.66
43	128.00	192.00	16.66
44	128.00	192.00	16.66
45	128.00	192.00	16.66
46	128.00	192.00	16.66
47	128.00	192.00	16.66
48	128.00	192.00	16.66
49	128.00	192.00	16.66
50	128.00	192.00	16.66
51	128.00	192.00	16.66
52	128.00	192.00	16.66
53	128.00	192.00	16.66
54	128.00	192.00	16.66
55	128.00	192.00	16.66
56	128.00	192.00	16.66
57	128.00	192.00	16.66
58	128.00	192.00	16.66
59	128.00	192.00	16.66
60	100.00	150.00	14.51
61	100.00	150.00	14.51
62	100.00	150.00	14.51
63	100.00	150.00	14.51
64	100.00	150.00	14.51
65	100.00	150.00	14.51
66	100.00	150.00	14.51
67	100.00	150.00	14.51
68	100.00	150.00	14.51
69	100.00	150.00	14.51
70	100.00	150.00	14.51
71	100.00	150.00	14.51
72	100.00	150.00	14.51
73	100.00	150.00	14.51
74	100.00	150.00	14.51
75	100.00	150.00	14.51
76	100.00	150.00	14.51
77	100.00	150.00	14.51
78	100.00	150.00	14.51
79	100.00	150.00	14.51
80	100.00	150.00	14.51
81	100.00	150.00	14.51
82	100.00	150.00	14.51
83	100.00	150.00	14.51
84	100.00	150.00	14.51
85	100.00	150.00	14.51
86	100.00	150.00	14.51
87	100.00	150.00	14.51
88	100.00	150.00	14.51
89	100.00	150.00	14.51
90	100.00	150.00	14.51
91	100.00	150.00	14.51
92	100.00	150.00	14.51
93	100.00	150.00	14.51
94	100.00	150.00	14.51
